0,116816737475,0
1,116816737475,0
2,49960028,80
3,4860072101,2730
4,43045099605,20
5,144553899538,30
6,43045099605,20
7,445305940,130
8,2331373838,3260
9,116816737475,0
10,3918807033,2170
11,116816737475,0
12,4197721547,1000
13,116816737475,0
14,1294888195,52710
15,60616469599,10
16,170483447,120
17,116816737475,0
18,75286965941,40
19,60616469599,10
20,116816737475,0
21,144553899538,30
22,116816737475,0
23,138947389494,60
24,116816737475,0
25,116816737475,0
26,116816737475,0
27,60616469599,10
28,116816737475,0
29,43045099605,20
30,9705584367,1580
31,352168170,15430
32,27518445778,4550
33,2969884342,490
34,138947389494,60
35,222193951,110
36,52937402,148720
37,116816737475,0
38,283519909181,70
39,2246991486,45310
40,3040343027,400
41,116816737475,0
42,2189724947,420
43,75286965941,40
44,116816737475,0
45,75286965941,40
46,283519909181,70
47,116816737475,0
48,4114037018,3130
49,116816737475,0
50,3728196391,2060
51,116816737475,0
52,190176097995,50
53,144553899538,30
54,9964777956,770
55,43045099605,20
56,12047820318,3380
57,1567484317,69890
58,116816737475,0
59,116816737475,0
60,116816737475,0
61,116816737475,0
62,116816737475,0
63,8028119038,1060
64,43045099605,20
65,43045099605,20
66,116816737475,0
67,98935957,90
68,144553899538,30
69,75286965941,40
70,43045099605,20
71,116816737475,0
72,75286965941,40
73,8535611755,5840
74,144553899538,30
75,3431459247,2960
76,116816737475,0
77,634734771,45490
78,116816737475,0
79,116816737475,0
80,116816737475,0
81,116816737475,0
82,116816737475,0
83,587696460,96320
84,138947389494,60
85,43045099605,20
86,190176097995,50
87,116816737475,0
88,6282337287,2710
89,116816737475,0
90,116816737475,0
91,116816737475,0
92,51754456,192480
93,116816737475,0
94,49960028,80
95,116816737475,0
96,116816737475,0
97,43045099605,20
98,1495668390,1110
99,116816737475,0
100,138947389494,60
101,2635929414,35780
102,116816737475,0
103,116816737475,0
104,60616469599,10
105,594161423,200
106,75286965941,40
107,205864316,100
108,194629168,73680
109,116816737475,0
110,116816737475,0
111,9648125769,1070
112,43045099605,20
113,8226657053,2550
114,116816737475,0
115,7785540594,2670
116,283519909181,70
117,60616469599,10
118,49960028,80
119,60616469599,10
120,43045099605,20
121,43045099605,20
122,60616469599,10
123,34974429,157380
124,43045099605,20
125,116816737475,0
126,75286965941,40
127,139167028,150470
128,116816737475,0
129,138947389494,60
130,116816737475,0
131,43045099605,20
132,2067588320,2780
133,116816737475,0
134,60616469599,10
135,116816737475,0
136,116816737475,0
137,116816737475,0
138,43045099605,20
139,116816737475,0
140,43045099605,20
141,43045099605,20
142,116816737475,0
143,116816737475,0
144,144553899538,30
145,116816737475,0
146,116816737475,0
147,116816737475,0
148,138947389494,60
149,3231463498,1510
150,2121423475,58200
151,116816737475,0
152,50465184,217210
153,7848568786,3270
154,4128793627,2180
155,116816737475,0
156,65372395,119340
157,116816737475,0
158,60616469599,10
159,2644465501,910
160,75286965941,40
161,43045099605,20
162,12577382698,2540
163,116816737475,0
164,7775260064,870
165,2339603815,320
166,116816737475,0
167,1535884552,1610
168,1130008936,340
169,43045099605,20
170,68837062,232220
171,190176097995,50
172,8306181022,840
173,116816737475,0
174,116816737475,0
175,116816737475,0
176,116816737475,0
177,2132243772,1880
178,43045099605,20
179,116816737475,0
180,116816737475,0
181,2758526979,640
182,116816737475,0
183,116816737475,0
184,1258753930,190
185,8844467190,1550
186,60616469599,10
187,116816737475,0
188,116816737475,0
189,43045099605,20
190,43045099605,20
191,144553899538,30
192,43045099605,20
193,33150032,155930
194,60616469599,10
195,116816737475,0
196,60616469599,10
197,60616469599,10
198,116816737475,0
199,116816737475,0
200,43045099605,20
201,116816737475,0
202,75286965941,40
203,116816737475,0
204,116816737475,0
205,2349730130,2820
206,43045099605,20
207,116816737475,0
208,820786152,88400
